latitude,longitude,weights
-34.912,138.629,0
-34.91111,138.64453,420527.7778
-35.067,138.6,82309.5181
-35.267,138.483,0
-35.281,138.454,108687.1471
-35.1654325,138.6153977,0
-35.087538,138.623853,58690.47619
-35.0715089,138.6584766,0
-35.1281692,138.496221,83255.56911
-35.1335313,138.476227,126400.3039
-35.1054491,138.6297435,516000
-35.0451047,138.6539268,0
-35.0476306,138.6213476,70712.81855
-35.04119,138.60515,153235.2823
-35.03,138.557,94742.69006
-35.0858138,138.6777686,0
-35.05,138.583333,104563.2619
-35.158916,138.5262256,54930.7913
-35.143,138.514,75281.74603
-35.077,138.502,109911.7915
-35.083,138.567,101630.3221
-35.155,138.518,96215.81059
-35.05,138.683333,0
-35.1474667,138.6403068,0
-35.106587,138.4937213,0
-35.2301549,138.4837239,126170.3704
-35.2053048,138.5891838,189321.8202
-35.2210309,138.5461247,146664.1509
-35.198,138.473,138644.5975
-35.118,138.529,96545.07919
-35.14,138.493,70000
-35.148,138.502,102265.7164
-35.064,138.553,112131.8681
-35.180847,138.502658,174916.6667
-35.0966681,138.541234,91306.55738
-35.1432538,138.5428373,70000
-35.1198409,138.476227,138039.627
-35.1472196,138.476227,191872.7273
-35.168,138.472,133602.9135
-35.266,138.465,250726.1905
-35.09814,138.527444,49212.7907
-35.09,138.55,122788.4615
-35.191,138.478,93320.78313
-35.1979097,138.496455,41117.64706
-35.173,138.487,106422.381
-35.202,138.488,153621.25
-35.33,138.448,58982.51634
-35.3500635,138.5015331,0
-35.2369804,138.5096886,0
-35.24631,138.62283,0
-34.887525,138.624461,243594.7205
-35.2800175,138.5165348,0
-35.2743124,138.5559895,171088.2353
-35.2953597,138.551613,0
-35.118261,138.5437358,70385.92925
-34.672,138.667,52450.16605
-34.6416029,138.6539268,63313.28321
-34.6383421,138.7661021,0
-34.682,138.702,46236.5154
-34.6457618,138.5102836,0
-34.708611,138.705556,53770.58551
-34.691389,138.668056,64197.93639
-34.7185389,138.6288642,0
-34.705,138.66,0
-34.72,138.673,57875
-34.69906,138.69303,63626.12323
-34.72625,138.681,58512.33859
-34.7338017,138.6714773,57568.62745
-34.70079,138.67578,68863.63636
-34.71239,138.68543,76834.00241
-34.74126,138.65639,66693.81818
-34.7475748,138.6714773,82498.24356
-34.62893,138.74885,56605.63078
-34.6946,138.655,71706.89655
-34.7629557,138.7640222,0
-34.7471145,138.6815087,57711.92818
-34.625,138.696,0
-34.7354281,138.8124093,0
-34.66973,138.64501,0
-34.668,138.7,72297.14912
-34.64716,138.67813,0
-34.659,138.666,45451.03292
-34.7155458,138.7662817,151800
-34.6876893,138.6333343,0
-34.6584706,138.6132442,0
-34.7549047,138.7778197,0
-34.685833,138.686944,35736.2069
-34.6768,138.67674,62217.59259
-34.7382025,138.534511,0
-34.6776509,138.7453293,0
-34.6743048,138.5560901,0
-34.7296627,138.5759347,0
-34.6620474,138.771558,0
-34.861,138.516,194572.6496
-34.859,138.561,84516.66667
-34.8360061,138.4999707,93314.22925
-34.861,138.597,79747.42268
-34.873,138.614,145571.4286
-34.859,138.617,137132.5291
-34.886,138.567,139558.3333
-34.861,138.683,93869.27817
-34.888,138.58,253000
-34.8333559,138.5897985,380000
-34.882,138.578,84437.5
-34.8628684,138.6063175,116884.5882
-34.8478814,138.4899721,80455.35714
-34.8364363,138.4899721,205000
-34.864,138.557,127434.2105
-34.8417043,138.5996352,136482.1429
-34.85025,138.659,117099.4648
-34.841,138.527,110000
-34.845,138.492,238500
-34.871,138.637,154028.9451
-34.873,138.631,75519.23077
-34.861944,138.643056,101046.7611
-34.8531022,138.6714773,137388.0435
-34.8591655,138.5862837,123601.0638
-34.882,138.636,142553.6131
-34.821,138.494,187679.8246
-34.818333,138.493611,134447.4313
-34.8604,138.633,105232.3529
-34.877,138.622,168809.2857
-34.852,138.547,156212.3415
-34.8452,138.494,0
-34.7864711,138.4937213,173546.8571
-34.8507485,138.6213476,123450.1273
-34.8523266,138.6291326,135203.3333
-34.853056,138.643611,110128.5714
-34.798889,138.491111,93357.84314
-34.846667,138.535556,84936.23188
-34.781,138.501,0
-34.898,138.586,428312.5
-34.832,138.497,143687.5
-34.846,138.503,140067.0996
-34.8838117,138.5938053,284993.5819
-34.8607571,138.5099711,112916.6667
-34.86,138.57,0
-34.8551221,138.5212237,66596.46465
-34.8759865,138.6075698,18223.33333
-34.838889,138.483889,268961.5385
-34.848,138.481,495566.6667
-34.806,138.495,97325.39683
-34.841,138.663,111602.6786
-34.839,138.638,81582.69231
-34.867,138.651,69786.11111
-34.842,138.564,1000
-34.864,138.552,76638.63636
-34.873,138.614,145571.4286
-34.8872207,138.6125795,87500
-34.897,138.59,187355.5556
-34.892,138.606,0
-34.886,138.603,230791.6667
-34.898,138.586,428312.5
-34.8838117,138.5938053,284993.5819
-34.8759865,138.6075698,18223.33333
-34.897,138.597,248250
-34.775,138.589,0
-34.775,138.655,55167.52874
-34.74,138.605,78737.86364
-34.828,138.598,0
-34.72351,138.60944,75291.66667
-34.8333559,138.5897985,380000
-34.7185389,138.6288642,0
-34.7475748,138.6714773,82498.24356
-34.788,138.59,0
-34.79575,138.60437,112800
-34.796,138.667,98165.81633
-34.823,138.646,93789.26702
-34.8111486,138.6149026,62508.37321
-34.811,138.686,102201.5733
-34.8095995,138.6537879,86367.51142
-34.8025,138.6448,124950.3043
-34.826667,138.665,93828.7373
-34.79,138.616,94129.82043
-34.756944,138.611389,81328.67495
-34.824444,138.626944,75636.00985
-34.76391,138.64228,81327.41884
-34.77263,138.62514,64642.27895
-34.78,138.67,87443.42105
-34.7631,138.68858,168272.2462
-34.75,138.62243,61973.19224
-34.7587,138.6677,121222.973
-34.76706,138.66033,29777.77778
-34.78266,138.64321,0
-34.7382025,138.534511,0
-34.841,138.663,111602.6786
-34.839,138.638,81582.69231
-34.7296627,138.5759347,0
-34.8090822,138.7316925,80830.35714
-34.861,138.683,93869.27817
-34.7999009,138.7316925,53712.09588
-34.85025,138.659,117099.4648
-34.7838889,138.7061111,112688.0269
-34.7629557,138.7640222,0
-34.766,138.715,99720.58824
-34.796,138.667,98165.81633
-34.8491256,138.7342029,111789.615
-34.8531022,138.6714773,137388.0435
-34.8451,138.697,144367.5123
-34.833333,138.683333,120253.1915
-34.811,138.686,102201.5733
-34.829,138.672,84235.53719
-34.812524,138.706595,117988.1717
-34.822,138.704,106287.8049
-34.78,138.67,87443.42105
-34.7631,138.68858,168272.2462
-34.830278,138.711111,88989.12281
-34.801,138.712,42907.84674
-34.826,138.726,197014.4928
-34.841,138.663,111602.6786
-34.8349569,138.7304374,275790.9091
-34.7996704,138.686525,145468.75
-34.7948475,138.7417347,70250
-34.964,138.576,183753.7879
-34.963,138.586,273757.4074
-34.954,138.575,204508.75
-34.951,138.581,165163.8889
-34.951,138.629,213338.9476
-34.952,138.595,296442.9825
-34.9623501,138.6226003,278766.6667
-34.955,138.6,24444.44444
-34.9436884,138.5775211,158566.6667
-34.964,138.593,458483.3333
-34.957222,138.614722,523826.0073
-34.956,138.59,568148.1481
-34.959,138.636,340200.627
-34.944,138.613,103472.6166
-34.95,138.6,0
-34.961,138.6,0
-34.9453327,138.5925435,117500
-34.9,138.612,738820.7795
-34.896,138.605,673111.7333
-34.887525,138.624461,243594.7205
-34.8915826,138.6175897,82201.70455
-34.9454042,138.5237246,0
-34.949,138.574,559716.5909
-34.9286646,138.5464066,123644.7368
-34.9686804,138.541234,130511.7794
-34.931,138.557,98416.66667
-34.927,138.512,204961.1111
-34.96,138.566,162783.0941
-34.971,138.517,181832.3202
-34.931,138.57,151333.3333
-34.9436884,138.5775211,158566.6667
-34.9355709,138.5800246,0
-34.95,138.566,242550.6536
-34.923354,138.5312279,151100.3611
-34.9443303,138.5625029,36785.71429
-34.925278,138.560833,168470.0855
-34.938,138.571,0
-34.945278,138.550556,176350
-34.9575,138.550278,53067.29055
-34.9645281,138.5312279,170651.1278
-34.963683,138.5512419,204681.2169
-34.94,138.56,210273.185
-34.9141491,138.5725146,48696.42857
-34.9174945,138.5612516,175933.6735
-34.916667,138.55,0
-34.945278,138.50375,0
-34.9391434,138.5499908,0
